NIT,"DV
SEDE",ORGANIZACIÓN,GRUPO POBLACIONAL,RED TERRITORIAL,LOCALIDAD,BARRIO,DIRECCIÓN,CONTACTO,TELÉFONOS DE CONTACTO,CORREO,DIA DE PEDIDO,FRECUENCIA,SEMANA
901413263,,FUNDACIÓN TODOS POR UN MUNDO MEJOR,"1. TEJIENDO COMUNIDAD
2. COMEDOR ESCOLAR",SOACHA,BOSA,BRASILIA,DIAGONAL 54 SUR No. 87 D - 13,HEVER ESTID QUIROGA FERRO,3192552947,fundatodosporunmundomejor@gmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA
900617561,,PARROQUIA MADRE LAURA,BUEN SAMARITANO,SAN PABLO,USME,CHUNIZA,CARRERA 8 NO. 89A -01 SUR,PADRE ANDRES FELIPE ARIAS,3134516238,pmadrelaura@arquibogota.org.co,VIERNES,QUINCENAL,4 SEMANA
901191699,,FUNDACION DE VETERANOS Y DESCENDIENTES COLOMBIANOS DE LA GUERRA DE COREA EJE CAFETERO,TEJIENDO COMUNIDAD,CRISTO SACERDOTE,CHAPINERO,CHAPINERO NORTE,CARRERA 9 No. 64 - 43,DIANA MARCELA GARCÍA LÓPEZ - MIGUEL DARIO DUQUE VARGAS,3123948584 - 3106183524,funvecorea@gmail.com,MARTES,MENSUAL,3 SEMANA
860039669,,PARROQUIA SAN JAVIER,TEJIENDO COMUNIDAD,ESPÍRITU SANTO,SAN CRISTÓBAL,VILLA JAVIER,CARRERA 5 A No. 8 - 49 SUR,PIEDAD GOMÉZ/ PADRE ARTURO,5221622 - 3132658302,"psanjavier@arquibogota.org.co, par.sanjavier@gmail.com",MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
800177785,,ASOCIACION DE PADRES DE USUARIOS DE HOGARES DE BIENESTAR VIDA Y FUTURO DE LA NIÑEZ,JARDIN INFANTIL,ENGATIVÁ,ENGATIVÁ,QUIRIGUA,CARRERA 94 F No. 86 C - 27,MARLEN RINCON CESPEDES,3154219483,colorpedagogia_@hotmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA DEL MES
800217115,,PARROQUIA SAN LEON MAGNO,BUEN SAMARITANO,SAN JOSÉ,SAN CRISTÓBAL,BELLO HORIZONTE,CALLE 31 F SUR No. 1 - 07,PADRE FRANCISCO RODRIGUEZ - ADOLFO GARZÓN CARDENAS- MERCEDES MONTENEGRO (SECRETARIA),3115988955 - 3214000843 - (601)3620500,,JUEVES,MENSUAL,4 SEMANA
860010457,-1,HERMANAS DEL NIÑO JESUS POBRE,INTERNADO,SANTA ISABEL DE HUNGRÍA,,MADELENA,AV 66A N.61,HNA LAURA MARCELA PIJ,3132848157,lauramarcelapij25@gmail.com,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
901054054,,PARROQUIA SANTOS JOAQUIN Y ANA,TEJIENDO COMUNIDAD,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,EL MINUTO DE MARIA,"CALLE 80 A SUR # 18 B 35 (PUNTO DE ENVÍO - CASA CURAL)
CARRERA 18 C No. 81 - 43 SUR (PARROQUIA)",PADRE ROBERTO CARLOS CASTILLO LÓPEZ,3204959277,psantosjoaquinyana@arquibogota.org.co,VIERNES,QUINCENAL,2 Y 4 SEMANA
806008004,,CONGREGACION DE MISIONEROS OBLATOS DE MARIA INMACULADA,INTERNADO,ENGATIVÁ,SUBA,NIZA ANTIGUA,CLL 118 N.71A-94,ERICK DÍAZ,624 6393 - 315 4532467 Camilo Mora/3142619151- 3024571327,mfanfan2@hotmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA DEL MES
901048837,,PARROQUIA LA EXALTACION DE LA SANTA CRUZ,BUEN SAMARITANO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,JOSE DOMINGO LAIN II SECTOR,CALLE 64 BIS NO. 18-23 SUR,JOHN HENRY MARÍN CARVAJAL,3132231778 - 3213291271,plaexaltaciondelacruz@arquibogota.org.co,MARTES,SEMANAL,SEMANAL
860061314,,PARROQUIA DE SAN PABLO,TEJIENDO COMUNIDAD,ESPÍRITU SANTO,PUENTE ARANDA,EL TEJAR,CARRERA 52 B No. 27 - 03 SUR,PADRE EDWIN NEBARDO VEGA MACHADO - ARMANDO SUÁREZ PACHONGO (SACRISTÁN),3219910431 (PEDIDOS) - 3202882192,,VIERNES,SEMANAL,SEMANAL
860010457,-2,HERMANAS DEL NIÑO JESUS POBRE - JARDÍN INFANTIL MADRE CLARA FEY,JARDÍN INFANTIL,SOACHA,SOACHA,CAZUCA,CRA 34 ESTE NO. 41-38,HNA LAURA MARCELA PIJ,3132848157,lauramarcelapij25@gmail.com,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
860010457,-3,HERMANAS DEL NIÑO JESUS POBRE - TALLER PEDAGOGICO MADRE CLARA FEY,COMEDOR ESCOLAR,SOACHA,SOACHA,OASIS,CARRERA 34 ESTE No. 41 - 85,HNA LAURA MARCELA PIJ,3132848157,lauramarcelapij25@gmail.com,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
860006696,,HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL,TERAPÉUTICO POR ADICCIÓN,INMACULADA CONCEPCIÓN,,SAMPER MENDOZA,,Sor. Hilda Aponte - Rl/: Hna. María Helena Daza,670 4415 - 672 4833 - 316 4644247,sorceciliaga@yahoo.es,JUEVES,QUINCENAL,1 Y 3 SEMANA DEL MES
901046124,,PARROQUIA SANTA TERESA DE LOS ANDES,BUEN SAMARITANO,SANTA ISABEL DE HUNGRÍA,PUENTE ARANDA,ARBORIZADORA ALTA,"CALLE 74 B SUR No. 36 - 83 (TEMPLO)
CALLE 72 G SUR No. 35 C - 33 (PUNTO DE ENVÍO)",PADRE LUCAS BLANCH QUERAL,3015328859,psantateresadelosandes@arquibogota.org.co,JUEVES,SEMANAL,SEMANAL
901062385,,PARROQUIA SANTA MARIA DE CANA,BUEN SAMARITANO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,CARACOLI,CARRERA 74 # 77- 44 SUR,"1.ANDREA KATHERINE ALMONACID MARÍN
2.JOSÉ CERÓN",3143652558,psantamarisadecana@gmail.com,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
901467662,,FUNDACIÓN LIMPIABOTAS,TEJIENDO COMUNIDAD,INMACULADA CONCEPCIÓN,LOS MÁRTIRES,LA FLORIDA,CL. 24 A # 26 - 43,"MARTHA LUCIA DIAZ DIAZ, LUZ MARINA SÁNCHEZ CLAVIJO",3142183499,"mld.7290@gmail.com,fulimbo2021@gmail.com",LUNES,QUINCENAL,2 Y 4 SEMANA DEL MES
901286856,,FUNDACION ENRIQUE Y TERESA - SEDE ADMINISTRATIVA,TEJIENDO COMUNIDAD,SAN PEDRO,USAQUÉN,CEDRO BOLÍVAR,CALLE 152 No. 19 A - 60,"CONSTANZA CASTELLANOS
NORMA GÓMEZ (PEDIDOS)","8055197 - 3013211057
3212287745 (PEDIDOS)",fuentestj2019@gmail.com,LUNES,MENSUAL,1 SEMANA
901286856,-1,FUNDACION ENRIQUE Y TERESA,"1. COMEDOR AMIGO
2. TEJIENDO COMUNIDAD",PADRE MISERICORDIOSO,USAQUÉN,SANTA CECILIA ALTA,CARRERA 1 BIS A ESTE NO. 163 - 27,MARÍA JOSÉ LÓPEZ CARDONA (COORDINADORA DE LA SEDE),3028416255,,MIÉRCOLES,SEMANAL,SEMANAL
901286856,-1,FUNDACION ENRIQUE Y TERESA,COMEDOR ESCOLAR,PADRE MISERICORDIOSO,USAQUÉN,SANTA CECILIA ALTA,CARRERA 1 BIS A ESTE NO. 163 - 27,NORMA LUCÍA GÓMEZ,3212287745,,MIÉRCOLES,QUINCENAL,PROGRAMA LADY JIMENEZ
901286856,-2,FUNDACIÓN ENRIQUE Y TERESA - CENTRO COMUNITARIO JESÚS MAESTRO,COMEDOR ESCOLAR,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LAS MARGARITAS,CARREREA 73 H BIS No. 75 C - 46,GLADYS LEGUIZAMON,3017745959 - 3186399719,cmccjesusmaestro@stjteresianas.org,MARTES,QUINCENAL,PROGRAMA LADY JIMENEZ
901286856,-2,FUNDACIÓN ENRIQUE Y TERESA - CENTRO COMUNITARIO JESÚS MAESTRO,TEJIENDO COMUNIDAD,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LAS MARGARITAS,CARREREA 73 H BIS No. 75 C - 46,GLADYS LEGUIZAMON,3017745959 - 3186399719,cmccjesusmaestro@stjteresianas.org,MARTES,MENSUAL,PROGRAMA CON INTEGRALES
901286856,-4,FUNDACION ENRIQUE Y TERESA - CENTRO COMUNITARIO SANTA TERESA,TEJIENDO COMUNIDAD,SOACHA,SOACHA,SOACHA,CALLE 40 No. 53 B ESTE - 07,NORMA LUCÍA GÓMEZ,3212287745,,MARTES,MENSUAL,2 SEMANA
830025985,,PARROQUIA JESÚS Y MARÍA,TEJIENDO COMUNIDAD,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,SIERRA MORENA,DIAGONAL 69 B No. 73 C - 18 SUR,PADRE JOSÉ ÁNGEL CARRILLO GÓMEZ - JANETH LAGUNA BARRETO - JORGE PEÑA,3142637180 - 3204457883,"pjesusymaria@arquibogota.org.co, pjesusymariabogota@gmail.com",LUNES,MENSUAL,2 SEMANA
900262203,,IGLESIA CRISTIANA CENTRO DE RESTAURACION FAMILIAR A LOS PIES DEL MAESTRO,TEJIENDO COMUNIDAD,SOACHA,SOACHA,COMPARTIR,DIAG 2 # 21A - 29 SUR,MARISOL ÁLVAREZ MUNEVAR,3142830180,centrorestauracionfamiliar@hotmail.com,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
800000791,,PARROQUIA SAN MARTIN DE TOURS,TEJIENDO COMUNIDAD,SAN JOSÉ,SAN CRISTÓBAL,SAN MARTIN DE LOBA,CARRERA 1 BIS No. 42 - 19 / 31 SUR,PADRE ARNULFO GUARACA NARVÁEZ - FLOR HELENA SALAZAR (PEDIDOS),3637965 - 3188590559 (PADRE) - 3176975284 (PEDIDOS),sanmartindetours@gmail.com,LUNES,QUINCENAL,2 Y 4 SEMANA DEL MES
830035647,,PARROQUIA SANTA MARIA DEL MONTE,BUEN SAMARITANO,CRISTO SACERDOTE,CHAPINERO,SAN LUIS ALTOS DEL CABO,"TRANSVERSAL 9 ESTE No. 96 - 74 (CASA PASTORAL)
KM 5 VIA LA CALERA (PARROQUIA)",PADRE JAIRO ALFONSO GARCÍA PARRA - ESPERANZA (PEDIDOS),3138678754 - 3144706157 (PEDIDOS),,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
860041969,,FUNDACION UNIDAD SOCIAL SAN LUIS MA,ADULTO MAYOR,SAN JOSÉ,CHOACHI CUNDINAMARCA,VÍA TERMALES,CARRERA 2 # 7 97,LUIS MANUEL MORA RODRIGUEZ,3103273229 - 3142623146 Han Claudia,fusmont@hotmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
860006696,-3,HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL - HOGAR SOR CLEMENCIA RENGIFO,"1. ADULTO MAYOR
2. INTERNADO",INMACULADA CONCEPCIÓN,LOS MÁRTIRES,SAMPER MENDOZA,CARRERA 27 No. 22 B - 86,SOR ELOISA TRUJILLO - SOR CATALINA RISCANEVO,3154002478 - 3197287013,sorceciliaga@yahoo.es,JUEVES,SEMANAL,SEMANAL
860019032,,PARROQUIA NUESTRA SEÑORA DE LA PEÑA,TEJIENDO COMUNIDAD,INMACULADA CONCEPCIÓN,SANTA FÉ,LACHES,CARRERA 7 A BIS ESTE No. 7 A -50,KATERINE CORTES,3147615229 - 2465937,plapena@arquibogota.org.co,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
800211276,,PARROQUIA NUESTRA SEÑORA DE LAS AGUAS,BUEN SAMARITANO,INMACULADA CONCEPCIÓN,CANDELARIA,LAS AGUAS,CRA 2 N. 18 A 68,MELBA VELASCO - PADRE JAVIER ROSALES,3412985 -2812869 3136018942 -3103234243,plasaguas@arquibogota.org.co,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
830068695,,PARROQUIA SAN MARCELINO CHAMPAGNAT,"1. BUEN SAMARITANO
2. COMEDOR ESCOLAR",SAN PABLO,USME,ALFONSO LÓPEZ,"CALLE 91 SUR No. 5 - 14 ESTE - ASENTAMIENTO LA ESMERALDA - EL REFUGIO, AL LADO DE LA CANCHA (SECTOR DE INVASIÓN - SEGUNDO PUNTO DE ENVÍO)",PADRE GILVER ALBÁN CASTRO MORALES,3115798086,parroquiasanmarcelino@hotmail.com,JUEVES,QUINCENAL,1 Y 3 SEMANA
901415659,,FUNDACIÓN LXS LOCXS,"1. COMEDOR AMIGO
2. TEJIENDO COMUNIDAD",SAN JOSÉ,SAN CRISTÓBAL,MONTE BELLO,CALLE 27 A SUR No. 2 B - 98 OFICINA 301,JOAN CORREA,3107652068 - 3144047444,casadelxslocxscultural@gmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA
830019818,,ASOCIACION MUJER CABEZA DE FAMILIA,TEJIENDO COMUNIDAD,INMACULADA CONCEPCIÓN,SANTA FÉ,LAS CRUCES,CALLE 2 No. 7 - 52,CINDY BARRAGÁN,3208993961,marthanidiarodriguez1@gmail.com,VIERNES,SEMANAL,SEMANAL
800149084,,FUNDACIÓN PARA EL DESARROLLO DE LA EDUCACIÓN LA CULTURA Y EL BIENESTAR SOCIAL,"1. COMEDOR ESCOLAR
2. TEJIENDO COMUNIDAD",ZIPAQUIRÁ,CHÍA,CENTRO,"CARRERA 11 No. 15 - 53, 2° PISO",YANETH CONSUELO GAMBOA MÁRQUEZ,3505751571,fundecfundacion@gmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA
900427979,,IGLESIA COMUNIDAD CRISTIANA DE RESTAURACION NISSI,TEJIENDO COMUNIDAD,SOACHA,SOACHA,LA ESPERANZA SUR,CLL 7 SUR # 11 D - 19,OCTAVIO OLARTE MARIN,7261274-3115334471,iglesiaccrnissi@hotmail.com,LUNES,MENSUAL,4 SEMANA
900276152,,PARROQUIA JESUCRISTO LIBERADOR,TEJIENDO COMUNIDAD,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,MOCHUELO,CL. 78 A BIS SUR No. 15 D 05,PADRE FAUSTINO TORRES,3213024997 - 3114517976,bettybonilla231268@gmail.com,JUEVES,QUINCENAL,1 Y 3 SEMANA DEL MES
900646977,,PARROQUIA SAN DAMIAN DE MOLOKAI,BUEN SAMARITANO,SAN JOSÉ,SAN CRISTÓBAL,CORDOBA,CRA 1 ESTE 28 -85 SUR,RITA VELÁSQUEZ,3104789130,parroquiasandamian@gmail.com,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
800001312,,PARROQUIA DE SAN MAXIMILIANO KOLBE,TEJIENDO COMUNIDAD,SAN PEDRO,SUBA,CANODROMO,Cl. 127c #46A 68,Gloria Velasco,3108083084,psanmaximilianokolbe@gmail.com,MIÉRCOLES,MENSUAL,4 SEMANA
860404193,,PARROQUIA SANTA CATALINA DE LABOURE,BUEN SAMARITANO,SAN JOSÉ,SAN CRISTÓBAL,LIBERTADORES,TRANSVERSAL 13 C ESTE No. 54 - 84 SUR,PADRE RAMÓN ALEXIS ROJAS ARAUJO - MARIBEL ALONSO QUIASUA (SECRETARIA - AUTORIZADA PEDIDOS),3212335880 (PEDIDOS) - 3143011687 - 2699354,pcatalinalaboure@gmail.com,JUEVES,SEMANAL,SEMANAL
900296657,,IGLESIA COMUNIDAD DE CRECIMIENTO CRISTIANO EN COLOMBIA,JARDÍN INFANTIL,SOACHA,SOACHA,SAN MATEO,CARRERA 9 ESTE No. 30 - 53,EDWIN GUILLERMO NÚÑEZ RUÍZ,319 2636655 - 3108095907 - 3123283636,,MIÉRCOLES,SEMANAL,SEMANAL
901046240,,PARROQUIA SAN ANDRES APOSTOL,BUEN SAMARITANO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,EL MOCHUELO,CL. 78 A BIS SUR NO. 15 D 05,PADRE MAURICIO HERRADA,315 2054135,,MIÉRCOLES,SEMANAL,SEMANAL
832001783,,PARROQUIA SAN ANTONIO DE PADUA,BUEN SAMARITANO,FONTIBÓN,MOSQUERA CUNDINAMARCA,DIAMANTE ORIENTAL - MOSQUERA,CRA. 2 E NO. 1- 128,YOLANDA,2250342 - 3183023909 Yolanda,psanamosquera@gmail.com,JUEVES,MENSUAL,3 SEMANA
901228260,,PARROQUIA MARIA AUXILIADORA DE ENGATIVA,TEJIENDO COMUNIDAD,ENGATIVÁ,ENGATIVÁ,EL MUELLE,CARRERA 105 F No. 66 - 15,PADRE VIRGILIO LONDOÑO BEDOYA,3144650814,,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
900829709,,PARROQUIA SAN RAIMUNDO,BUEN SAMARITANO,SAN JOSÉ,SAN CRISTÓBAL,LA HERRADURA,TRANSVERSAL 7 B ESTE No. 41 - 70 SUR,PADRE DANIEL FERNANDO ALMANZA ROMERO,3214158060,almanza77@gmail.com,VIERNES,MENSUAL,2 SEMANA
890902736,,SOCIEDAD DEL DIVINO SALVADOR,TEJIENDO COMUNIDAD,CRISTO SACERDOTE,CHAPINERO,EL DIVINO SALVADOR,"CARRERA 17 No. 56 - 27 (CHAPINERO)
DIAGONAL 40 SUR NO. 9C-15- PUERTO RICO","PADRE EDGAR OROZCO, PADRE SERGIO LÓPEZ",3105489818,contabsdscolombia@gmail.com,SÁBADO,QUINCENAL,2 Y 4 SEMANA DEL MES
890902736,,SOCIEDAD DEL DIVINO SALVADOR,TEJIENDO COMUNIDAD,SAN PABLO,RAFAEL URIBE URIBE,PUERTO RICO,DIAGONAL 40 SUR No. 9 B - 13 (CENTRO DE ACCIÓN CULTURAL FRANCISCO JORDÁN - PADRES SALVATORIANOS),PADRE ALFREDO ESCALANTE MOLINA SDS,3125097791,contabsdscolombia@gmail.com,SÁBADO,QUINCENAL,2 Y 4 SEMANA DEL MES
901192818,,FUNDACION HOGAR SABIDURIA DE MIS AÑOS M.O,ADULTO MAYOR,FONTIBÓN,KENNEDY,CASTILLA,CRA 73 NO. 8B-50,GLORIA OBANDO CÓRDOBA,312 3778494,fundacionhogarsabiduria@gmail.com,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
830027264,,FUNDACIÓN PROCREAR,"1. COMEDOR ESCOLAR
2. TEJIENDO COMUNIDAD",INMACULADA CONCEPCIÓN,MÁRTIRES,SANTA FE,CARRERA 16 No. 21 - 07,DORIS RODRÍGUEZ MUÑOZ,3148648888 - 7552659,dorisermfprocrear@gmail.com,VIERNES,SEMANAL,SEMANAL
900104775,,FUNDACION TRABAJANDO POR UNA VIDA DIGNA,COMEDOR AMIGO,PADRE MISERICORDIOSO,USAQUÉN,EL CODITO,CALLE 181 B No. 5 - 22,JANETH RIVERA PARRA,496 0441/3144637003,funtravidi1@gmail.com,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
901416306,,FUNDACION LEGADO COLOMBIA,TEJIENDO COMUNIDAD,PADRE MISERICORDIOSO,USAQUÉN,CEDRITOS,"CARRERA 11 A No. 144 - 43 (ADMINISTRATIVA
CALLE 165 No. 7 - 39 (OPERATIVA)","DIEGO BARRERA (PEDIDOS)
LORENA ANDREA ÁVILA RODRÍGUEZ",4666921 - 3156793635,legadofundacion@outlook.com,MIÉRCOLES,MENSUAL,3 SEMANA
830118391,,PARROQUIA SANTA BARBARA- CENTRO,TEJIENDO COMUNIDAD,INMACULADA CONCEPCIÓN,CANDELARIA,SANTA BÁRBARA,CARRERA 7 No. 5 - 26,,,,MIÉRCOLES,SEMANAL,SEMANAL
830118391,,PARROQUIA SANTA BARBARA- CENTRO (ERMITA DEL CHORRO DE QUEVEDO),TEJIENDO COMUNIDAD,INMACULADA CONCEPCIÓN,CANDELARIA,LA CONCORDIA,CARRERA 2 No. 12 B - 05,SEMINARISTA CAMILO MARTÍNEZ GONZÁLEZ,3203542371,,MIÉRCOLES,SEMANAL,SEMANAL
900211802,,FUNDACION POR AMOR A JESUS SIGLA FUNAMJE,ADULTO MAYOR,ENGATIVÁ,ENGATIVÁ,VIA COTA VEREDA PARCELAS,VIA COTA VEREDA PARCELAS,PADRE RAMON GIRALDO,3185253109/3146332920,funamje@hotmail.com,SÁBADO,SEMANAL,SEMANAL
900916893,,FUNDACION FAMILIA Y FUTURO IPS,INTERNADO,,ENGATIVÁ,FINCA EL BOSQUE - COTA CUNDINAMARCA,FINCA EL BOSQUE - COTA CUNDINAMARCA,MAURICIO MURILLO GUTIERREZ,3173758042 (PEDIDOS) - 8641498-3174293042,fundacionfamiliayfuturo@hotmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA DEL MES
830129770,-4,ASOCIACION SEMILLA DE TRIGO COLOMBIA - SEDE SAN FERNANDO,COMEDOR AMIGO,ENGATIVÁ,BARRIOS UNIDOS,SAN FERNANDO,CALLE 74A # 58 - 42,DIANA SANCHEZ,3185578131-,direccion@semilladetrigo.org,MARTES,SEMANAL,SEMANAL
900476438,,FUNDACION PRO DESARROLLO EN TEMAS SOCIALES Y PERSONAS CON DISCAPACIDAD LOCALIDAD 19 Y D C,TEJIENDO COMUNIDAD,ESPÍRITU SANTO,CIUDAD BOLÍVAR,EL CHIRCAL SUR,CALLE 58 A SUR NO. 22 G - 09,ROSALBA PARRA,3102982492,fundacionprodesarrollo19@hotmail.com,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
830094717,,FUNDACION CASA RONALD MACDONALD DE COLOMBIA,INTERNADO,PADRE MISERICORDIOSO,USAQUÉN,SANTA TERESA,"CRA 7 A # 123 24 OF 503
CARRERA 8G # 165A-28 (PUNTO DE ENVIO)",ANARELIS AREVALO DURAN,3195827150 - 3107547970,maicol.ospina@casaronald.org.co,LUNES,SEMANAL,SEMANAL
860509801,,FUNDACION HOGAR MADRE MARCELINA DE BOGOTA D.C.,ADULTO MAYOR,PADRE MISERICORDIOSO,SUBA,ILARCO,CL 114 # 55 - 50,Hna. Lucelly Agudelo - Hna. Luz Marina - Sandra Gonzalez,3004527042 Hermana Matilde-3152502057 Rosalba secretaria,asilohogarmm@gmail.com,JUEVES,SEMANAL,SEMANAL
830130630,,FUNDACION BERNARDO HERRERA RESTREPO,COMEDOR AMIGO,CRISTO SACERDOTE,BARRIOS UNIDOS,ESCUELA MILITAR,CRA 58 # 80 - 87,ILUSTRISIMO MONSEÑOR LUIS ALBERTO FORERO CASTRO,437 5540/3214264394 // 3204739438,,LUNES,SEMANAL,SEMANAL
860513077,,FUNDACION UNIVERSITARIA MONSERRATE,INSTITUCIÓN EDUCATIVA,CRISTO SACERDOTE,BARRIOS UNIDOS,JOSÉ JOAQUIN VARGAS,AVENIDA 68 No. 62 - 11,MARTHA YAMILE ALFONSO VEGA,3102080385 - 3902202 EXT. 1109,psicologiaho@unimonserrate.edu.co,VIERNES,MENSUAL,2 SEMANA
860529000,,MISIONEROS DE SAN CARLOS - SCALABRINIANOS,INTERNADO,PADRE MISERICORDIOSO,USAQUÉN,LAS MARGARITAS,CARRERA 19 A NO.151-65,PADRE EDISON OSORIO,3104774118,miscarbog@gmail.com,JUEVES,SEMANAL,SEMANAL
860041741,-1,OBISPADO CASTRENSE DE COLOMBIA-SEMINARIO,COMEDOR AMIGO,SAN PEDRO,SUBA,CERRO DE LA CONEJERA,CRA 80# 170-25,MONSEÑOR VICTOR MANUEL OCHOA CADAVID- PADRE LUIS JOSE TRIANA GOMEZ,3114917103 - 678 0101,,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
860069666,,SEMINARIO CONCILIAR DE BOGOTA,INTERNADO,CRISTO SACERDOTE,CANDELARIA,CENTRO ADMINISTRATIVO,CRA 7 No. 10-20,RAFAEL IGNACIO COTRINO BADILLO/ DEISY CASTILLO,6102811 - 3107518415,,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
860021643,,MONASTERIO DE LA VISITACION DE SANTA MARIA BOSA,INTERNADO,SOACHA,BOSA,JIMENEZ DE QUESADA,CLL 65 SUR N.80C-11,#N/A,7750068-3174004716 - 317 434 40 44 Hna Maria Ines/3174344043 Hna rosa de Maria,nousancorreo@nousancorreo.com,VIERNES,MENSUAL,4 SEMANA
832002724,,ASOCIACION SANTA CRUZ.,TEJIENDO COMUNIDAD,PADRE MISERICORDIOSO,USAQUÉN,SANTA BARBARA,calle 121 No. 11a 35,Rocio molina,3046566631,administracion@asociacionsantacruz.org,MIÉRCOLES,SEMANAL,SEMANAL
860006764,,PROVINCIA DE NUESTRA SEÑORA DE GRACIA DE COLOMBIA,TEJIENDO COMUNIDAD,PADRE MISERICORDIOSO,USAQUÉN,EL RETIRO,CRA 8 NO. 83-29,Fray Edgar Manuel Díaz Jara,3105791479 - 2185650 - 2100840,,MIÉRCOLES,MENSUAL,2 SEMANA
900748441,,ASOCIACION DE MUJERES CABEZA DE HOGAR UN ENCUENTRO POR LA VIDA,TEJIENDO COMUNIDAD,SAN JOSÉ,SAN CRISTÓBAL,LOS LIBERTADORES,TRASVERSAL 14 A ESTE No. 57 - 26 SUR,LILIA LOMBO,3002602573-3022973833 opc.,asomujerescabehg@gmail.com,VIERNES,SEMANAL,SEMANAL
900645014,,"FUNDACION INTEGRAL COLOMBOAMERICANA ""FICA""",COMEDOR ESCOLAR,ENGATIVÁ,SUBA,SAN CAYETANO,CALLE 127 D No. 93 F - 22,MÓNICA ANDREA GONZÁLEZ,3107546654,fundaintegral2023@gmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA
900575177,,PARROQUIA SANTA MARIA MICAELA,BUEN SAMARITANO,SAN JOSÉ,USME,JUAN JOSÉ RONDON I,CALLE 90 SUR No. 14 C - 59 ESTE,OSCAR EDUARDO ALDANA MARÍN,3718917 - 3142023663 (DESPACHO) - 3235761187 (PERSONAL OSCAR - LLAMAR EN CASO DE NO OBTENER RESPUESTA EN EL NÚMERO DEL DESPACHO),psantamariamicaela@arquibogota.org.co,MARTES,SEMANAL,SEMANAL
830033401,,PARROQUIA SEÑOR DE LA MISERICORDIA,TEJIENDO COMUNIDAD,ENGATIVÁ,ENGATIVÁ,VILLA CRISTINA,CARRERA 95 G No. 91 A - 28,AMANDA ROMERO,3124930471 - 3132079292 - 4411925,tumisericordiadejesus@yahoo.com,VIERNES,QUINCENAL,2 Y 4 SEMANA
830143940,,FUNDACION SEMILLAS DE AMOR,TEJIENDO COMUNIDAD,FONTIBÓN,KENNEDY,RIVERAS DEL OCCIDENTE,CALLE 34 BIS A SUR No. 91 C - 68,RUTH GARCÍA Y SAORY MARTIN,3212586575 - 3144814837,fundacionsemillasdeamor@live.com,JUEVES,QUINCENAL,1 Y 3 SEMANA DEL MES
901299333,,FUNDACIÓN MADRES CON PROPÓSITO,TEJIENDO COMUNIDAD,FONTIBÓN,KENNEDY,NUEVA MARSELLA,CALLE 5 No. 71 B - 68,ANIUSKA CORCEGA,3165356004 - 3026148669,"direccion@fundamapro.org, contacto@fundamapro.org",JUEVES,MENSUAL,2 SEMANA
830141062,,ASOCIACION CODO A CODO,COMEDOR ESCOLAR,SOACHA,SOACHA,ALTOS DE LA FLORIDA PRIMER SECTOR,CARRERA 2 ESTE No. 6 C - 41 - CARRERA 17 ESTE No. 6 C - 41,PILAR LOPEZ - MARTHA PARDO PEDIDOS,3143665892 - 3164137916 (PEDIDOS),asociacioncodoacodo@hotmail.com,MARTES,SEMANAL,SEMANAL
